id,host_id,host_since,host_response_time,host_resp_rate_pct,host_accept_rate_pct,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price_usd,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,review_category
819863,4306242,2012-12-02,within an hour,100,100,t,2,t,f,Inner Sunset,37.75868,-122.46912,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,121.0,2,365,t,16,27,27,27,111,24,1,2014-04-08,2022-11-15,4.54,4.56,4.71,4.76,4.65,4.86,4.61,t,2,2,0,0,1.05,excellent
830576,2350141,2012-05-11,Unknown,88,88,f,1,t,t,Pacific Heights,37.79644,-122.42546,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,175.0,200,1125,f,0,0,0,0,2,0,0,2013-03-18,2013-04-22,4.0,4.5,4.0,4.0,3.5,5.0,4.0,f,1,1,0,0,0.02,average
833149,4306242,2012-12-02,within an hour,100,100,t,2,t,f,Inner Sunset,37.75989,-122.46688,Entire bungalow,Entire home/apt,2,1 bath,1.0,1.0,93.0,30,365,t,2,22,22,22,11,0,0,2013-01-27,2017-06-06,4.4,4.67,4.11,5.0,4.67,4.78,4.0,t,2,2,0,0,0.09,average
837045,4374318,2012-12-10,within an hour,100,69,f,2,t,t,Western Addition,37.77028,-122.43156,Entire rental unit,Entire home/apt,4,1 bath,2.0,6.0,249.0,2,29,t,4,6,6,10,62,5,0,2013-08-09,2022-07-22,4.63,4.72,4.25,4.87,4.9,4.92,4.46,f,2,2,0,0,0.55,excellent
838660,9965793,2013-11-12,within an hour,78,74,f,36,t,t,Chinatown,37.790672,-122.407249,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,133.0,30,1125,t,16,46,76,166,10,1,0,2013-04-05,2022-09-05,4.33,4.5,4.44,4.22,4.22,4.89,4.5,f,9,9,0,0,0.08,average
856123,16382,2009-05-09,within an hour,100,99,t,2,t,f,Mission,37.76121,-122.41922,Private room in condo,Private room,1,1 private bath,1.0,1.0,148.0,1,90,t,15,39,69,69,216,44,4,2013-08-31,2022-11-27,5.0,4.98,4.99,4.95,4.99,4.86,4.85,f,2,0,2,0,1.92,excellent
859310,4367968,2012-12-10,Unknown,88,88,f,1,t,t,Mission,37.75661,-122.42067,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,150.0,31,60,t,0,0,0,267,7,0,0,2013-01-02,2018-08-12,4.83,5.0,4.83,5.0,5.0,5.0,4.83,f,1,0,1,0,0.06,excellent
859336,4499134,2012-12-26,within an hour,100,99,t,1,t,t,Castro/Upper Market,37.76728,-122.43866,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,83.0,2,10,t,21,49,79,79,426,55,3,2013-01-07,2022-11-22,4.84,4.9,4.91,4.9,4.86,4.87,4.77,f,1,0,1,0,3.53,excellent
867499,4346130,2012-12-07,within an hour,100,98,t,10,t,t,Western Addition,37.77119,-122.42461,Private room in home,Private room,1,1.5 shared baths,1.0,1.0,199.0,2,28,t,0,0,0,0,27,0,0,2014-07-22,2020-02-28,5.0,5.0,5.0,5.0,5.0,4.96,4.77,f,2,1,1,0,0.26,excellent
867555,4562696,2013-01-02,Unknown,88,94,t,2,t,t,Mission,37.76845,-122.41869,Entire townhouse,Entire home/apt,4,1.5 baths,2.0,2.0,499.0,7,24,t,1,1,1,33,31,1,0,2013-09-17,2022-07-22,4.97,4.97,4.97,4.93,4.97,4.43,4.77,f,2,1,1,0,0.28,excellent
870532,4587849,2013-01-04,within an hour,100,100,t,1,t,f,Castro/Upper Market,37.76467,-122.43571,Entire rental unit,Entire home/apt,2,1 bath,2.0,2.0,140.0,30,200,t,0,0,0,247,133,3,0,2013-03-19,2022-11-02,4.83,4.86,4.75,4.86,4.91,4.96,4.74,f,1,1,0,0,1.12,excellent
878935,4645827,2013-01-09,Unknown,88,71,t,1,t,f,Inner Sunset,37.76354,-122.4673,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,150.0,30,1125,t,12,24,24,181,233,3,0,2013-04-10,2022-08-07,4.85,4.86,4.87,4.95,4.95,4.88,4.78,f,1,1,0,0,1.98,excellent
884770,4687340,2013-01-13,within a few hours,100,87,t,6,t,t,Russian Hill,37.80492,-122.41994,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,120.0,2,60,t,24,28,28,28,256,20,1,2013-08-06,2022-11-21,4.8,4.84,4.63,4.86,4.9,4.94,4.65,f,2,1,1,0,2.25,excellent
890875,4374318,2012-12-10,within an hour,100,69,f,2,t,t,Western Addition,37.77128,-122.43393,Entire rental unit,Entire home/apt,4,1 bath,2.0,4.0,269.0,2,29,t,4,6,6,10,10,1,0,2016-07-23,2022-05-20,4.6,4.7,4.5,5.0,4.9,5.0,4.7,f,2,2,0,0,0.13,excellent
895381,1257432,2011-10-06,within a few hours,96,81,t,33,t,t,Downtown/Civic Center,37.7774,-122.42003,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,158.0,30,1125,t,1,31,61,336,12,2,0,2013-11-01,2022-07-01,4.91,4.91,5.0,4.91,4.73,4.55,4.64,f,30,30,0,0,0.11,excellent
900393,4808354,2013-01-22,within an hour,100,100,f,1,t,t,Potrero Hill,37.7577,-122.39958,Entire condo,Entire home/apt,5,1 bath,2.0,2.0,295.0,30,1125,t,30,60,90,365,94,0,0,2013-03-02,2019-05-21,4.79,4.9,4.81,4.85,4.89,4.55,4.64,f,1,1,0,0,0.79,excellent
918341,145258,2010-06-15,within an hour,100,97,t,2,t,f,Potrero Hill,37.76553,-122.39614,Entire home,Entire home/apt,2,1 bath,1.0,1.0,290.0,1,14,t,11,36,66,339,554,53,2,2013-03-03,2022-11-17,4.96,4.97,4.97,4.99,4.99,4.9,4.85,f,2,2,0,0,4.66,excellent
931313,38836,2009-09-15,within a few hours,100,72,f,22,t,t,Mission,37.77025,-122.42193,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,87.0,30,365,t,0,0,0,226,40,1,0,2013-02-20,2022-01-19,4.26,4.32,4.3,4.56,4.49,4.43,4.08,f,22,22,0,0,0.34,average
934012,5037105,2013-02-10,within a few hours,100,82,f,1,t,t,Inner Richmond,37.77596,-122.46187,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,100.0,30,180,t,0,10,10,228,79,7,0,2013-04-23,2022-09-10,4.75,4.87,4.53,4.91,4.84,4.84,4.75,f,1,1,0,0,0.67,excellent
937842,2488180,2012-05-28,Unknown,88,100,f,2,t,t,Mission,37.76044845581055,-122.4099578857422,Entire condo,Entire home/apt,4,1.5 baths,2.0,3.0,250.0,1,25,t,0,0,0,0,198,5,0,2013-04-01,2022-07-31,4.73,4.8,4.83,4.87,4.93,4.58,4.7,f,1,1,0,0,1.68,excellent
943851,736969,2011-06-23,Unknown,88,50,f,3,t,t,Mission,37.75742,-122.40616,Entire rental unit,Entire home/apt,3,1.5 baths,2.0,3.0,130.0,30,52,t,0,0,0,0,7,0,0,2013-04-01,2021-08-06,4.71,4.86,4.86,4.86,4.29,4.43,4.29,t,1,1,0,0,0.06,excellent
945748,5124146,2013-02-17,within an hour,100,100,f,1,t,t,Presidio Heights,37.78421,-122.45896,Entire condo,Entire home/apt,4,1 bath,1.0,2.0,204.0,2,30,t,21,38,68,339,185,32,1,2017-04-17,2022-11-14,4.82,4.84,4.87,4.8,4.81,4.93,4.73,t,1,1,0,0,2.7,excellent
948066,2880747,2012-07-09,within a day,100,50,f,2,t,t,Potrero Hill,37.76285,-122.40185,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,221.0,30,365,t,0,0,0,264,52,2,0,2013-03-24,2022-09-03,4.7,4.85,4.81,4.77,4.8,4.86,4.65,f,1,1,0,0,0.44,excellent
950094,5153588,2013-02-19,within an hour,100,77,t,3,t,t,Bayview,37.73457,-122.39348,Private room in home,Private room,1,1 shared bath,1.0,1.0,56.0,30,900,t,0,0,0,157,51,3,0,2013-03-01,2022-09-27,4.9,4.88,4.74,4.92,4.92,4.1,4.7,f,3,2,1,0,0.43,excellent
961900,5238718,2013-02-26,within an hour,100,83,f,2,t,t,South of Market,37.77784,-122.39412,Entire loft,Entire home/apt,2,2 baths,1.0,1.0,191.0,90,365,t,0,0,25,300,55,0,0,2013-03-07,2021-08-15,4.8,4.92,4.88,4.78,4.86,4.8,4.54,f,1,1,0,0,0.46,excellent
964751,674976,2011-06-07,within a few hours,100,83,t,2,t,t,Inner Richmond,37.77815,-122.45789,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,103.0,30,120,t,11,23,23,201,285,7,1,2013-03-17,2022-11-15,4.77,4.87,4.71,4.94,4.92,4.79,4.69,f,2,2,0,0,2.41,excellent
968037,2548643,2012-06-04,within a day,100,100,t,1,t,f,North Beach,37.80017,-122.40334,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,225.0,30,1125,t,17,47,77,352,92,1,0,2013-10-15,2022-08-14,4.68,4.79,4.44,4.85,4.84,4.82,4.57,f,1,1,0,0,0.83,excellent
980397,5148234,2013-02-19,within a few hours,100,50,f,1,t,t,Bernal Heights,37.7334,-122.41832,Entire home,Entire home/apt,8,1.5 baths,3.0,3.0,500.0,1,999999,t,12,16,46,321,45,2,0,2013-03-21,2022-09-18,4.64,4.85,4.52,4.79,4.73,4.29,4.67,f,1,1,0,0,0.38,excellent
980783,5371124,2013-03-08,within a few hours,100,86,t,1,t,t,Potrero Hill,37.76249,-122.40307,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,181.0,30,180,t,1,6,20,267,165,2,0,2013-05-15,2022-08-21,4.97,4.98,4.98,4.97,4.97,4.79,4.82,f,1,1,0,0,1.42,excellent
991765,5446518,2013-03-13,within a day,100,60,f,1,t,t,Mission,37.75707,-122.4116,Entire home,Entire home/apt,6,2 baths,3.0,3.0,250.0,4,20,t,0,0,0,16,48,4,0,2013-06-17,2022-07-18,4.89,4.87,4.8,4.98,4.94,4.68,4.7,f,1,1,0,0,0.42,excellent
992913,1360620,2011-11-01,within an hour,100,86,f,2,t,t,North Beach,37.79959,-122.40639,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,99.0,2,14,t,27,27,30,120,387,16,1,2013-03-21,2022-11-06,4.24,4.34,3.89,4.58,4.38,4.84,4.28,f,2,0,2,0,3.27,average
997382,1032643,2011-08-29,within an hour,100,100,f,5,t,t,Haight Ashbury,37.77082,-122.44825,Private room in home,Private room,1,2 baths,1.0,1.0,53.0,1,7,t,12,28,50,320,626,74,5,2013-04-21,2022-11-17,4.52,4.74,4.6,4.82,4.82,4.83,4.54,f,5,0,5,0,5.34,excellent
998701,5488987,2013-03-16,within an hour,100,100,f,1,t,t,Outer Sunset,37.75939,-122.50664,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,113.0,3,7,t,17,36,57,251,243,6,0,2013-04-02,2022-09-26,4.97,4.97,4.96,4.99,5.0,4.87,4.96,f,1,0,1,0,2.06,excellent
1001759,3379945,2012-08-26,Unknown,88,0,f,3,t,t,Castro/Upper Market,37.76138,-122.43853,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,89.0,30,1125,t,0,0,0,0,13,0,0,2013-08-19,2019-03-03,4.85,4.92,4.69,4.85,5.0,5.0,4.77,f,3,0,3,0,0.11,excellent
1005642,4085271,2012-11-07,within an hour,90,100,t,2,t,t,Mission,37.761097,-122.424545,Private room in condo,Private room,2,1 shared bath,1.0,1.0,120.0,2,20,t,19,49,79,169,369,44,2,2013-04-22,2022-11-21,4.88,4.93,4.78,4.93,4.95,4.93,4.8,f,2,0,2,0,3.15,excellent
1007157,5539889,2013-03-19,within an hour,100,100,f,1,t,t,Nob Hill,37.79531,-122.41895,Entire home,Entire home/apt,9,1 bath,4.0,4.0,230.0,30,120,t,26,26,26,293,93,1,0,2013-05-17,2022-10-30,4.62,4.82,4.59,4.8,4.62,4.88,4.57,f,1,1,0,0,0.8,excellent
1016604,58930,2009-12-01,within an hour,100,98,t,2,t,t,Inner Richmond,37.77838,-122.46124,Entire home,Entire home/apt,8,2 baths,3.0,6.0,513.0,4,20,t,8,8,8,15,21,6,0,2014-06-24,2022-07-11,4.81,4.95,4.76,5.0,5.0,4.9,4.86,f,2,2,0,0,0.2,excellent
1018426,1165164,2011-09-15,Unknown,88,0,f,1,t,t,South of Market,37.77543,-122.40575,Shared room in loft,Shared room,2,1 shared bath,1.0,2.0,150.0,30,1125,t,30,60,90,365,120,0,0,2013-04-30,2019-11-22,4.82,4.9,4.95,4.93,4.97,4.32,4.73,f,1,0,0,1,1.03,excellent
1031899,5678214,2013-03-29,within a few hours,100,100,f,2,t,f,Noe Valley,37.74832,-122.42567,Entire rental unit,Entire home/apt,2,Unknown,1.0,1.8,126.0,30,360,t,28,58,88,363,7,0,0,2013-10-19,2020-02-12,5.0,5.0,4.86,5.0,5.0,5.0,4.86,f,2,2,0,0,0.06,excellent
1033754,5689322,2013-03-30,within a few hours,100,87,t,3,t,t,Outer Sunset,37.75989,-122.50427,Entire home,Entire home/apt,6,2 baths,3.0,3.0,400.0,1,1125,t,8,8,8,41,195,13,0,2013-04-08,2022-07-03,4.93,4.94,4.93,4.94,4.97,4.8,4.82,f,3,1,2,0,1.66,excellent
1036860,5708168,2013-03-31,Unknown,88,63,f,1,t,f,Russian Hill,37.80463,-122.42012,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,270.0,2,7,t,0,0,0,4,18,2,0,2013-09-27,2022-10-14,4.94,4.94,4.94,4.67,4.78,5.0,4.94,f,1,1,0,0,0.16,excellent
1038324,5716115,2013-04-01,within a few hours,80,75,f,2,t,t,Mission,37.75217,-122.40954,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,75.0,30,1125,t,12,28,58,243,95,1,0,2013-07-05,2022-08-08,4.56,4.66,4.41,4.86,4.91,4.57,4.46,f,1,0,1,0,0.83,excellent
1056006,1257432,2011-10-06,within a few hours,96,81,t,33,t,t,Western Addition,37.77576,-122.42284,Entire condo,Entire home/apt,4,2 baths,3.0,3.0,145.0,30,1125,t,27,31,31,207,5,1,0,2014-12-24,2022-09-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,30,30,0,0,0.05,excellent
1067031,5870776,2013-04-10,within an hour,100,94,t,1,t,t,Outer Mission,37.7305,-122.45194,Entire home,Entire home/apt,5,2 baths,3.0,3.0,235.0,2,29,t,16,45,45,45,19,14,0,2013-08-03,2022-10-27,4.94,4.95,5.0,4.95,4.89,4.74,4.84,f,1,1,0,0,0.17,excellent
1080429,5151027,2013-02-19,within a day,100,50,f,2,t,t,Western Addition,37.77813,-122.441269,Private room in rental unit,Private room,2,2 baths,1.0,1.0,65.0,30,38,t,19,49,63,310,25,3,1,2013-06-01,2022-11-15,4.76,4.76,4.32,4.92,4.96,4.8,4.52,f,1,0,1,0,0.22,excellent
1083810,5959211,2013-04-16,within an hour,100,69,t,3,t,t,Noe Valley,37.75417,-122.43705,Entire home,Entire home/apt,6,2 baths,3.0,3.0,324.0,1,90,t,19,49,79,168,34,7,0,2014-06-01,2022-10-15,4.85,4.91,4.91,4.97,5.0,4.91,4.7,f,3,1,2,0,0.33,excellent
1084068,5960567,2013-04-16,Unknown,88,88,f,2,t,t,South of Market,37.77985,-122.40352,Entire loft,Entire home/apt,2,1.5 baths,1.0,2.0,180.0,365,730,t,30,60,90,365,40,0,0,2013-05-13,2015-03-19,4.64,4.97,4.88,4.79,4.91,4.06,4.24,f,2,2,0,0,0.34,excellent
1087427,5977346,2013-04-17,Unknown,88,67,f,5,t,t,Outer Sunset,37.75629,-122.47907,Private room in home,Private room,1,1 shared bath,1.0,1.0,75.0,30,360,t,24,54,84,84,1,0,0,2019-08-01,2019-08-01,4.0,5.0,4.0,5.0,5.0,5.0,5.0,f,4,0,4,0,0.02,average
1094207,6011704,2013-04-20,Unknown,88,50,f,1,t,t,Mission,37.7603,-122.42256,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,100.0,30,120,t,29,59,89,179,51,1,0,2013-05-13,2022-04-03,4.79,4.87,4.74,4.8,4.78,4.91,4.72,f,1,1,0,0,0.44,excellent
1094481,5424774,2013-03-12,within a few hours,100,60,f,1,t,t,Bernal Heights,37.73888,-122.41516,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,96.0,30,90,t,8,38,68,68,176,0,0,2013-05-12,2018-02-24,4.91,4.9,4.97,4.97,4.97,4.73,4.89,f,1,1,0,0,1.51,excellent
1094764,172460,2010-07-19,within a few hours,100,62,f,3,t,t,Inner Richmond,37.78814,-122.46547,Entire rental unit,Entire home/apt,2,Unknown,1.0,1.0,150.0,30,180,t,0,0,29,304,1,0,0,2021-10-31,2021-10-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,2,0,0,0.08,excellent
1101403,2335495,2012-05-09,Unknown,88,88,f,2,t,f,Mission,37.76761,-122.42474,Entire condo,Entire home/apt,5,2 baths,2.0,3.0,275.0,2,1124,t,0,0,0,0,38,0,0,2013-08-10,2021-02-28,4.95,4.92,4.83,4.86,4.97,4.81,4.75,f,2,1,1,0,0.33,excellent
1104912,6068306,2013-04-24,within an hour,100,100,f,1,t,f,Outer Richmond,37.7774,-122.50255,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,142.0,2,1125,t,23,53,83,173,264,40,1,2015-09-02,2022-11-12,4.42,4.63,4.43,4.88,4.76,4.74,4.44,t,1,1,0,0,2.99,excellent
1106534,6074928,2013-04-24,within an hour,100,100,f,1,t,t,Noe Valley,37.74498,-122.4367,Entire guesthouse,Entire home/apt,5,1 bath,2.0,3.0,195.0,30,1125,t,11,12,36,269,100,1,0,2013-06-20,2022-06-04,4.77,4.8,4.85,4.9,4.93,4.76,4.72,f,1,1,0,0,0.87,excellent
1110001,1479905,2011-12-06,within an hour,100,69,t,2,t,t,Glen Park,37.74178,-122.43014,Entire home,Entire home/apt,2,1 bath,1.0,1.0,215.0,30,90,t,0,0,0,0,85,0,0,2013-08-12,2019-07-15,4.89,4.93,4.7,4.98,4.99,4.9,4.82,f,2,2,0,0,0.75,excellent
1123125,6161482,2013-04-30,within an hour,100,99,t,2,t,f,Potrero Hill,37.75995,-122.39668,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,180.0,2,28,t,3,19,49,226,169,48,1,2018-03-03,2022-11-15,4.97,4.93,4.92,4.94,4.95,4.98,4.88,f,2,0,2,0,2.92,excellent
1125079,5565510,2013-03-21,within a few hours,100,77,f,5,t,t,West of Twin Peaks,37.73394,-122.46323,Private room in home,Private room,2,3 shared baths,1.0,1.0,72.0,15,30,t,27,57,87,362,168,2,0,2013-05-23,2022-08-15,4.7,4.8,4.81,4.74,4.81,4.8,4.71,f,5,0,5,0,1.45,excellent
1125115,5565510,2013-03-21,within a few hours,100,77,f,5,t,t,West of Twin Peaks,37.73561,-122.46407,Private room in home,Private room,1,3 shared baths,1.0,1.0,65.0,15,30,t,27,57,87,362,170,0,0,2013-05-31,2021-10-07,4.79,4.82,4.91,4.83,4.9,4.8,4.79,f,5,0,5,0,1.47,excellent
1135632,6229756,2013-05-04,within an hour,100,92,f,1,t,t,Mission,37.75796,-122.41239,Private room in condo,Private room,2,1 private bath,1.0,1.0,179.0,3,28,t,26,52,82,84,38,7,0,2013-06-05,2022-10-31,4.76,4.95,4.84,4.68,4.76,4.73,4.65,f,1,0,1,0,0.33,excellent
1138764,3169829,2012-08-06,within an hour,100,93,f,2,t,t,Financial District,37.78457,-122.39989,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,290.0,2,300,t,30,55,85,85,19,2,0,2013-05-19,2022-09-22,4.84,4.84,4.47,4.95,5.0,4.89,4.42,f,2,0,2,0,0.16,excellent
1141986,5960567,2013-04-16,Unknown,88,88,f,2,t,t,South of Market,37.77995,-122.40178,Entire rental unit,Entire home/apt,4,1 bath,1.0,3.0,90.0,360,360,t,30,60,90,365,39,0,0,2013-06-27,2015-12-22,4.22,4.48,4.71,4.68,4.65,3.84,4.35,f,2,2,0,0,0.34,average
1148370,6295555,2013-05-08,Unknown,88,100,f,1,t,f,Parkside,37.7435,-122.48473,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,67.0,31,1125,t,16,46,76,351,39,3,0,2013-05-21,2022-06-02,4.41,4.68,4.11,4.79,4.84,4.29,4.47,f,1,1,0,0,0.34,excellent
1148625,6296873,2013-05-08,within a few hours,100,96,t,1,t,t,Haight Ashbury,37.76848,-122.44556,Private room in condo,Private room,1,1.5 baths,1.0,1.0,85.0,4,1125,t,7,13,43,43,384,31,2,2013-07-03,2022-11-14,4.91,4.95,4.96,4.93,4.83,4.91,4.83,f,1,0,1,0,3.35,excellent
1150867,6307640,2013-05-09,within a few hours,80,100,f,1,t,t,Castro/Upper Market,37.76658,-122.43825,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,390.0,2,29,t,29,54,84,359,390,22,0,2013-07-08,2022-10-02,4.85,4.85,4.95,4.85,4.79,4.88,4.68,f,1,1,0,0,3.4,excellent
1157109,6340691,2013-05-11,within an hour,90,96,f,4,t,t,South of Market,37.77936,-122.41126,Entire rental unit,Entire home/apt,4,1 bath,3.0,3.0,140.0,360,1125,t,0,0,3,278,2,2,0,2021-12-22,2022-04-19,4.0,4.0,3.0,4.0,4.5,2.5,4.0,f,3,3,0,0,0.17,average
1159284,5548292,2013-03-20,within a few hours,100,25,f,2,t,t,North Beach,37.80521,-122.40579,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,295.0,30,180,t,27,57,87,362,6,1,0,2014-02-28,2022-09-26,4.17,4.33,4.5,4.17,4.33,4.83,4.17,f,1,1,0,0,0.06,average
1163946,1918239,2012-03-13,Unknown,88,88,f,1,t,t,Mission,37.76111,-122.42082,Entire condo,Entire home/apt,2,1 bath,2.0,2.0,70.0,30,90,t,0,0,0,0,2,0,0,2016-07-15,2016-10-07,4.5,5.0,4.5,5.0,5.0,4.5,4.5,t,1,1,0,0,0.03,excellent
1178260,6446722,2013-05-17,within a few hours,100,100,f,1,t,t,North Beach,37.80069,-122.40586,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,2.0,160.0,30,180,t,11,11,11,271,119,4,0,2013-06-29,2022-08-07,4.94,4.88,4.95,4.95,4.97,4.91,4.81,f,1,1,0,0,1.04,excellent
1195173,6531356,2013-05-22,within an hour,100,78,f,1,t,t,Nob Hill,37.79104,-122.41551,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,75.0,30,120,t,13,25,25,204,25,1,0,2013-06-24,2022-04-30,4.92,4.92,4.92,4.96,4.96,5.0,4.88,f,1,0,1,0,0.22,excellent
1195374,5024596,2013-02-09,Unknown,88,88,f,1,t,t,Castro/Upper Market,37.7689,-122.42765,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,140.0,45,1125,t,0,0,0,0,3,0,0,2021-01-03,2021-09-01,5.0,5.0,5.0,5.0,5.0,4.67,5.0,t,1,1,0,0,0.13,excellent
1200068,6555530,2013-05-24,within a few hours,100,40,f,2,t,t,Outer Mission,37.73411,-122.44805,Private room in home,Private room,1,1 shared bath,1.0,1.0,55.0,30,1125,t,16,44,46,321,19,0,0,2013-08-19,2021-11-08,4.89,5.0,4.95,5.0,4.89,4.74,4.89,f,2,0,2,0,0.17,excellent
1201159,6561127,2013-05-24,within a few hours,100,100,t,1,t,f,South of Market,37.78242,-122.39963,Entire condo,Entire home/apt,2,1 bath,1.55,1.8,61.0,30,365,t,0,0,12,161,43,3,0,2013-07-16,2022-06-02,4.98,5.0,4.93,4.93,5.0,4.81,4.74,f,1,1,0,0,0.38,excellent
1202686,4152942,2012-11-14,within a few hours,100,67,f,3,t,t,Mission,37.76503,-122.42034,Entire condo,Entire home/apt,3,1 bath,2.0,2.0,110.0,60,365,t,4,34,64,138,24,1,0,2014-08-09,2022-08-16,4.54,4.61,4.43,4.87,4.87,4.39,4.39,f,3,3,0,0,0.24,excellent
1212513,1237762,2011-10-02,within an hour,100,100,t,2,t,f,Castro/Upper Market,37.76067,-122.4389,Private room in rental unit,Private room,5,1 shared bath,2.0,2.0,193.0,2,29,t,19,43,73,163,7,1,0,2013-09-08,2022-08-01,5.0,5.0,5.0,4.86,5.0,5.0,4.86,f,2,1,1,0,0.06,excellent
1212822,1700823,2012-02-05,within an hour,100,100,f,2,t,t,Marina,37.80494,-122.44457,Entire condo,Entire home/apt,5,2 baths,3.0,3.0,320.0,30,730,t,30,60,90,365,41,1,0,2013-08-06,2022-07-31,4.88,4.9,4.88,4.83,4.88,5.0,4.75,f,2,2,0,0,0.36,excellent
1229606,5215262,2013-02-24,within a day,100,85,t,2,t,t,South of Market,37.77658,-122.40887,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,100.0,31,190,t,30,60,90,365,104,0,0,2013-06-20,2020-03-22,4.66,4.77,4.88,4.8,4.8,4.23,4.54,f,2,2,0,0,0.9,excellent
1245838,6789170,2013-06-07,within a few hours,100,62,t,2,t,t,Bernal Heights,37.73483,-122.41838,Entire rental unit,Entire home/apt,7,2 baths,3.0,4.0,411.0,3,21,t,4,4,4,5,43,5,0,2013-08-10,2022-07-09,4.81,4.72,4.74,4.81,4.86,4.81,4.65,f,1,1,0,0,0.38,excellent
1247276,261391,2010-10-14,within a few hours,100,75,t,2,t,t,Inner Richmond,37.78076,-122.46635,Private room in home,Private room,2,1.5 baths,1.0,1.0,56.0,30,180,t,5,35,65,340,37,1,0,2013-08-01,2022-07-20,4.45,4.73,4.42,4.7,4.48,4.52,4.52,f,1,0,1,0,0.33,excellent
1265074,6887723,2013-06-13,within an hour,100,100,t,1,t,t,Inner Sunset,37.75135,-122.47282,Entire home,Entire home/apt,6,2 baths,3.0,3.0,215.0,30,1125,t,1,31,61,336,4,2,0,2021-07-05,2022-08-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.23,excellent
1267206,6081814,2013-04-24,within an hour,100,90,t,2,t,t,Glen Park,37.74184,-122.42423,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,75.0,3,150,t,22,52,82,172,79,10,0,2013-07-07,2022-10-15,4.82,4.95,4.94,4.97,4.97,4.87,4.81,f,2,0,2,0,0.69,excellent
1276953,799436,2011-07-10,within a day,100,63,f,1,t,t,Western Addition,37.77055,-122.4314,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,296.0,5,28,t,0,0,0,0,52,8,0,2013-10-05,2022-10-16,4.96,5.0,4.9,4.9,4.98,4.92,4.85,f,1,1,0,0,0.47,excellent
1277771,6954280,2013-06-17,within an hour,100,100,t,3,t,t,Inner Richmond,37.78528,-122.47445,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,190.0,3,28,t,4,10,23,168,666,88,5,2013-08-20,2022-11-24,4.74,4.79,4.75,4.91,4.9,4.8,4.73,t,2,2,0,0,5.89,excellent
1281167,6346492,2013-05-12,Unknown,88,88,f,57,t,f,Downtown/Civic Center,37.78878,-122.4106,Private room in hostel,Private room,4,1 bath,1.55,2.0,194.0,1,6,t,0,0,0,0,166,0,0,2013-08-02,2017-10-25,4.85,4.9,4.89,4.9,4.91,4.88,4.78,f,29,0,29,0,1.46,excellent
